GoodsID,rDate,TotalQty,TotalAmt,year,month
10059,20231008,1.0,15.22,2024,1
10076,20231019,255.0,0.0,2024,1
10086,20231008,1.0,15.79,2024,1
10002,20231027,2.0,27.44,2024,1
10069,20231014,1.0,7.8,2024,1
10077,20231013,1.0,38.33,2024,1
10111,20231022,13.0,114.53,2024,1
10079,20231006,2.0,64.58,2024,1
10068,20231017,2.0,13.0,2024,1
10014,20231014,1.0,17.59,2024,1
10034,20231102,1.0,13.83,2024,1
10052,20231101,1.0,37.9,2024,1
10110,20231028,2.0,41.26,2024,1
10116,20231028,1.0,22.07,2024,1
10078,20231007,14.0,14.28,2024,1
10012,20231018,1.0,0.0,2024,1
10065,20231021,1.0,15.32,2024,1
10097,20231020,1.0,132.77,2024,1
10076,20231013,349.0,0.0,2024,1
10011,20231013,1.0,30.44,2024,1
10072,20231018,1.0,0.0,2024,1
10014,20231007,1.0,17.59,2024,1
10021,20231008,1.0,177.06,2024,1
10002,20231024,1.0,13.72,2024,1
10069,20231023,1.0,7.8,2024,1
10033,20231020,1.0,0.0,2024,1
10112,20231024,2.0,12.92,2024,1
10014,20231012,1.0,17.59,2024,1
10005,20231019,1.0,19.64,2024,1
10032,20231101,2.0,37.22,2024,1
10076,20231009,369.0,0.0,2024,1
10000,20231028,8.0,88.8,2024,1
10043,20231026,3.0,15.27,2024,1
10011,20231009,1.0,30.44,2024,1
10069,20231004,1.0,7.8,2024,1
10054,20231026,1.0,10.82,2024,1
10014,20231004,1.0,17.59,2024,1
10068,20231007,1.0,6.5,2024,1
10071,20231013,1.0,0.0,2024,1
10061,20231013,1.0,17.79,2024,1
10014,20231029,1.0,17.59,2024,1
10079,20231005,1.0,32.29,2024,1
10003,20231017,1.0,10.79,2024,1
10067,20231019,1.0,118.88,2024,1
10081,20231010,1.0,8.66,2024,1
10078,20231022,21.0,21.42,2024,1
10097,20231015,1.0,132.77,2024,1
10097,20231005,1.0,132.77,2024,1
10041,20231031,1.0,55.52,2024,1
10095,20231102,1.0,30.51,2024,1
10003,20231007,1.0,10.79,2024,1
10067,20231009,1.0,118.88,2024,1
10069,20231021,4.0,31.2,2024,1
10096,20231009,1.0,54.79,2024,1
10054,20231023,5.0,54.1,2024,1
10078,20231031,17.0,17.34,2024,1
10076,20231025,177.0,0.0,2024,1
10000,20231020,3.0,33.3,2024,1
10099,20231031,1.0,0.0,2024,1
10017,20231102,1.0,32.2,2024,1
10095,20231013,1.0,30.51,2024,1
10003,20231011,1.0,10.79,2024,1
10113,20231028,1.0,12.38,2024,1
10032,20231004,1.0,18.61,2024,1
10095,20231003,1.0,30.51,2024,1
10001,20231101,7.0,266.35,2024,1
10080,20231014,2.0,21.32,2024,1
10076,20231003,232.0,0.0,2024,1
10002,20231031,1.0,13.72,2024,1
10087,20231014,1.0,41.36,2024,1
10092,20231013,2.0,11.74,2024,1
10057,20231006,1.0,12.33,2024,1
10000,20231006,1.0,11.1,2024,1
10078,20231029,18.0,18.36,2024,1
10111,20231031,1.0,8.81,2024,1
10050,20231015,2.0,26.4,2024,1
10101,20231006,1.0,80.99,2024,1
10010,20231028,1.0,122.33,2024,1
10069,20231011,3.0,23.4,2024,1
10110,20231026,1.0,20.63,2024,1
10003,20231012,2.0,21.58,2024,1
10092,20231012,2.0,11.74,2024,1
10043,20231017,1.0,5.09,2024,1
10076,20231016,295.0,0.0,2024,1
10095,20231027,1.0,30.51,2024,1
10076,20231020,660.0,0.0,2024,1
10076,20231006,281.0,0.0,2024,1
10059,20231025,1.0,15.22,2024,1
10076,20231010,285.0,0.0,2024,1
10076,20231027,308.0,0.0,2024,1
10095,20231028,1.0,30.51,2024,1
10076,20231028,858.0,0.0,2024,1
10015,20231010,1.0,0.0,2024,1
10054,20231007,1.0,10.82,2024,1
10111,20231030,2.0,17.62,2024,1
10095,20231023,1.0,30.51,2024,1
10038,20231006,1.0,114.02,2024,1
10106,20231017,1.0,27.43,2024,1
10076,20231023,417.0,0.0,2024,1
10020,20231020,1.0,0.0,2024,1
10116,20231018,1.0,22.07,2024,1
10050,20231019,1.0,13.2,2024,1
10056,20231023,4.0,59.0,2024,1
10001,20231016,1.0,38.05,2024,1
10074,20231007,1.0,35.4,2024,1
10050,20231003,1.0,13.2,2024,1
10038,20231021,2.0,228.04,2024,1
10047,20231029,3.0,32.94,2024,1
10030,20231030,2.0,61.48,2024,1
10079,20231031,1.0,32.29,2024,1
10076,20231004,342.0,0.0,2024,1
10076,20231029,400.0,0.0,2024,1
10047,20231005,1.0,10.98,2024,1
10080,20231011,1.0,10.66,2024,1
10095,20231005,1.0,30.51,2024,1
10076,20231005,328.0,0.0,2024,1
10076,20231014,330.0,0.0,2024,1
10039,20231102,1.0,44.85,2024,1
10093,20231029,1.0,14.29,2024,1
10086,20231009,1.0,15.79,2024,1
10064,20231012,1.0,15.81,2024,1
10111,20231019,1.0,8.81,2024,1
10039,20231019,1.0,44.85,2024,1
10005,20231007,2.0,39.28,2024,1
10001,20231024,1.0,38.05,2024,1
10078,20231012,9.0,9.18,2024,1
10012,20231101,1.0,0.0,2024,1
10043,20231016,1.0,5.09,2024,1
10007,20231013,1.0,43.46,2024,1
10052,20231008,1.0,37.9,2024,1
10034,20231020,1.0,13.83,2024,1
10067,20231005,1.0,118.88,2024,1
10010,20231014,1.0,122.33,2024,1
10080,20231016,1.0,10.66,2024,1
10070,20231012,2.0,62.0,2024,1
10092,20231010,2.0,11.74,2024,1
10010,20231004,1.0,122.33,2024,1
10047,20231007,3.0,32.94,2024,1
10080,20231006,1.0,10.66,2024,1
10111,20231021,5.0,44.05,2024,1
10046,20231030,1.0,56.34,2024,1
10011,20231007,1.0,30.44,2024,1
10000,20231005,1.0,11.1,2024,1
10047,20231023,1.0,10.98,2024,1
10076,20231102,407.0,0.0,2024,1
10092,20231023,8.0,46.96,2024,1
10007,20231022,2.0,86.92,2024,1
10084,20231017,1.0,39.65,2024,1
10076,20231015,303.0,0.0,2024,1
10078,20231024,16.0,16.32,2024,1
10070,20231008,1.0,31.0,2024,1
10032,20231008,1.0,18.61,2024,1
10104,20231009,1.0,554.64,2024,1
10078,20231018,15.0,15.3,2024,1
10078,20231008,9.0,9.18,2024,1
10078,20231021,12.0,12.24,2024,1
10078,20231011,13.0,13.26,2024,1
10014,20231016,1.0,17.59,2024,1
10014,20231020,1.0,17.59,2024,1
10111,20231024,11.0,96.91,2024,1
10037,20231007,1.0,88.14,2024,1
10105,20231026,1.0,29.34,2024,1
10017,20231029,1.0,32.2,2024,1
10057,20231019,1.0,12.33,2024,1
10078,20231101,20.0,20.4,2024,1
10087,20231030,1.0,41.36,2024,1
10078,20231026,11.0,11.22,2024,1
10078,20231030,17.0,17.34,2024,1
10080,20231101,1.0,10.66,2024,1
10043,20231027,3.0,15.27,2024,1
10084,20231005,1.0,39.65,2024,1
10012,20231022,1.0,0.0,2024,1
10000,20231015,1.0,11.1,2024,1
10115,20231101,2.0,45.7,2024,1
10003,20231020,-1.0,-10.79,2024,1
10100,20231023,1.0,68.64,2024,1
10067,20231017,1.0,118.88,2024,1
10097,20231101,1.0,132.77,2024,1
10076,20231024,281.0,0.0,2024,1
10080,20231028,2.0,21.32,2024,1
10095,20231007,1.0,30.51,2024,1
10099,20231027,1.0,0.0,2024,1
10076,20231007,318.0,0.0,2024,1
10105,20231015,1.0,29.34,2024,1
10050,20231004,1.0,13.2,2024,1
10069,20231027,2.0,15.6,2024,1
10069,20231010,2.0,15.6,2024,1
10095,20231008,1.0,30.51,2024,1
10078,20231013,10.0,10.2,2024,1
10099,20231028,1.0,0.0,2024,1
10079,20231021,1.0,32.29,2024,1
10111,20231020,5.0,44.05,2024,1
10012,20231021,1.0,0.0,2024,1
10107,20231028,1.0,0.0,2024,1
10079,20231023,3.0,96.87,2024,1
10068,20231006,1.0,6.5,2024,1
10069,20231020,1.0,7.8,2024,1
10095,20231029,2.0,61.02,2024,1
10116,20231017,2.0,44.14,2024,1
10080,20231003,1.0,10.66,2024,1
10106,20231019,2.0,54.86,2024,1
10078,20231003,10.0,10.2,2024,1
10099,20231020,1.0,0.0,2024,1
10076,20231017,321.0,0.0,2024,1
10061,20231031,2.0,35.58,2024,1
10095,20231022,2.0,61.02,2024,1
10047,20231018,3.0,32.94,2024,1
10076,20231022,326.0,0.0,2024,1
10079,20231019,1.0,32.29,2024,1
10078,20231009,4.0,4.08,2024,1
10069,20231005,1.0,7.8,2024,1
10056,20231022,1.0,14.75,2024,1
10090,20231008,1.0,30.56,2024,1
10014,20231005,2.0,35.18,2024,1
10032,20231020,4.0,74.44,2024,1
10078,20231019,12.0,12.24,2024,1
10039,20231101,1.0,44.85,2024,1
10032,20231028,1.0,18.61,2024,1
10069,20231015,2.0,15.6,2024,1
10043,20231028,2.0,10.18,2024,1
10112,20231026,2.0,12.92,2024,1
10014,20231015,1.0,17.59,2024,1
10005,20231029,1.0,19.64,2024,1
10076,20231031,412.0,0.0,2024,1
10011,20231031,1.0,30.44,2024,1
10000,20231017,3.0,33.3,2024,1
10078,20231028,21.0,21.42,2024,1
10003,20231015,2.0,21.58,2024,1
10027,20231028,1.0,138.16,2024,1
10064,20231028,1.0,15.81,2024,1
10081,20231004,1.0,8.66,2024,1
10075,20231101,1.0,135.97,2024,1
10078,20231025,6.0,6.12,2024,1
10100,20231005,1.0,68.64,2024,1
10111,20231027,3.0,26.43,2024,1
10100,20231029,1.0,68.64,2024,1
10079,20231102,1.0,32.29,2024,1
10102,20231025,1.0,13.6,2024,1
10034,20231005,1.0,13.83,2024,1
10002,20231025,1.0,13.72,2024,1
10064,20231020,1.0,15.81,2024,1
10081,20231022,2.0,17.32,2024,1
10117,20231021,1.0,0.0,2024,1
10014,20231008,1.0,17.59,2024,1
10000,20231007,5.0,55.5,2024,1
10029,20231012,3.0,0.0,2024,1
10061,20231023,2.0,35.58,2024,1
10078,20231016,15.0,15.3,2024,1
10078,20231020,9.0,9.18,2024,1
10100,20231017,1.0,68.64,2024,1
10111,20231018,54.0,475.74,2024,1
10043,20231010,6.0,30.54,2024,1
10000,20231004,1.0,11.1,2024,1
10081,20231031,2.0,17.32,2024,1
10047,20231031,4.0,43.92,2024,1
10100,20231024,1.0,68.64,2024,1
10080,20231027,2.0,21.32,2024,1
10078,20231006,12.0,12.24,2024,1
10078,20231010,13.0,13.26,2024,1
10081,20231023,1.0,8.66,2024,1
10078,20231027,12.0,12.24,2024,1
10033,20231022,1.0,0.0,2024,1
10078,20231104,24.0,24.48,2024,2
10067,20231116,1.0,118.88,2024,2
10096,20231121,1.0,54.79,2024,2
10099,20231105,1.0,0.0,2024,2
10076,20231106,553.0,0.0,2024,2
10102,20231105,1.0,13.6,2024,2
10038,20231105,2.0,228.04,2024,2
10127,20231121,1.0,38.6,2024,2
10115,20231121,1.0,22.85,2024,2
10033,20231109,1.0,0.0,2024,2
10096,20231105,1.0,54.79,2024,2
10043,20231121,2.0,10.18,2024,2
10123,20231121,1.0,23.19,2024,2
10047,20231108,1.0,10.98,2024,2
10095,20231108,3.0,91.53,2024,2
10076,20231108,509.0,0.0,2024,2
10078,20231121,18.0,18.36,2024,2
10116,20231118,1.0,22.07,2024,2
10067,20231127,1.0,118.88,2024,2
10008,20231118,1.0,109.81,2024,2
10096,20231128,1.0,54.79,2024,2
10046,20231128,1.0,56.34,2024,2
10048,20231125,1.0,9.66,2024,2
10015,20231108,1.0,0.0,2024,2
10081,20231124,1.0,8.66,2024,2
10102,20231111,1.0,13.6,2024,2
10067,20231106,1.0,118.88,2024,2
10114,20231123,1.0,24.38,2024,2
10120,20231103,1.0,19.64,2024,2
10027,20231110,1.0,138.16,2024,2
10106,20231116,2.0,54.86,2024,2
10097,20231130,1.0,132.77,2024,2
10022,20231129,1.0,0.0,2024,2
10016,20231125,1.0,29.63,2024,2
10050,20231201,1.0,13.2,2024,2
10109,20231107,1.0,84.76,2024,2
10095,20231123,2.0,61.02,2024,2
10095,20231127,1.0,30.51,2024,2
10076,20231123,188.0,0.0,2024,2
10030,20231111,2.0,61.48,2024,2
10076,20231127,252.0,0.0,2024,2
10078,20231105,13.0,13.26,2024,2
10078,20231126,8.0,8.16,2024,2
10084,20231116,1.0,39.65,2024,2
10027,20231105,1.0,138.16,2024,2
10086,20231111,1.0,15.79,2024,2
10064,20231105,1.0,15.81,2024,2
10034,20231106,1.0,13.83,2024,2
10078,20231128,13.0,13.26,2024,2
10008,20231108,1.0,109.81,2024,2
10041,20231120,1.0,55.52,2024,2
10076,20231130,211.0,0.0,2024,2
10065,20231108,1.0,15.32,2024,2
10078,20231111,16.0,16.32,2024,2
10050,20231110,1.0,13.2,2024,2
10114,20231122,1.0,24.38,2024,2
10059,20231122,5.0,76.1,2024,2
10030,20231120,1.0,30.74,2024,2
10115,20231111,4.0,91.4,2024,2
10041,20231129,1.0,55.52,2024,2
10076,20231124,198.0,0.0,2024,2
10074,20231110,1.0,35.4,2024,2
10080,20231115,1.0,10.66,2024,2
10078,20231115,18.0,18.36,2024,2
10057,20231117,2.0,24.66,2024,2
10076,20231122,291.0,0.0,2024,2
10061,20231107,1.0,17.79,2024,2
10095,20231109,3.0,91.53,2024,2
10051,20231201,1.0,21.68,2024,2
10076,20231119,212.0,0.0,2024,2
10076,20231109,537.0,0.0,2024,2
10047,20231123,1.0,10.98,2024,2
10112,20231121,2.0,12.92,2024,2
10026,20231106,1.0,175.63,2024,2
10116,20231109,5.0,110.35,2024,2
10040,20231123,1.0,125.76,2024,2
10003,20231119,2.0,21.58,2024,2
10065,20231127,1.0,15.32,2024,2
10065,20231123,1.0,15.32,2024,2
10039,20231116,1.0,44.85,2024,2
10005,20231130,1.0,19.64,2024,2
10099,20231122,1.0,0.0,2024,2
10069,20231118,2.0,15.6,2024,2
10078,20231201,7.0,7.14,2024,2
10076,20231103,483.0,0.0,2024,2
10095,20231106,2.0,61.02,2024,2
10000,20231125,1.0,11.1,2024,2
10078,20231117,17.0,17.34,2024,2
10112,20231105,6.0,38.76,2024,2
10029,20231128,1.0,0.0,2024,2
10065,20231111,1.0,15.32,2024,2
10110,20231106,4.0,82.52,2024,2
10000,20231109,5.0,55.5,2024,2
10078,20231107,24.0,24.48,2024,2
10122,20231128,1.0,6.67,2024,2
10018,20231109,1.0,50.9,2024,2
10008,20231124,1.0,109.81,2024,2
10032,20231129,1.0,18.61,2024,2
10070,20231129,1.0,31.0,2024,2
10078,20231129,39.0,39.78,2024,2
10057,20231103,2.0,24.66,2024,2
10061,20231103,1.0,17.79,2024,2
10000,20231103,4.0,44.4,2024,2
10034,20231119,1.0,13.83,2024,2
10044,20231107,2.0,77.04,2024,2
10048,20231128,1.0,9.66,2024,2
10069,20231120,3.0,23.4,2024,2
10069,20231110,1.0,7.8,2024,2
10069,20231122,2.0,15.6,2024,2
10005,20231119,1.0,19.64,2024,2
10085,20231108,1.0,54.34,2024,2
10088,20231119,1.0,13.83,2024,2
10100,20231106,1.0,68.64,2024,2
10078,20231118,8.0,8.16,2024,2
10069,20231109,1.0,7.8,2024,2
10069,20231126,4.0,31.2,2024,2
10003,20231121,1.0,10.79,2024,2
10032,20231118,1.0,18.61,2024,2
10032,20231108,1.0,18.61,2024,2
10093,20231130,1.0,14.29,2024,2
10124,20231109,1.0,11.43,2024,2
10074,20231130,1.0,35.4,2024,2
10056,20231116,2.0,29.5,2024,2
10078,20231108,31.0,31.62,2024,2
10061,20231104,1.0,17.79,2024,2
10000,20231104,5.0,55.5,2024,2
10010,20231127,1.0,122.33,2024,2
10115,20231108,3.0,68.55,2024,2
10000,20231127,2.0,22.2,2024,2
10069,20231111,0.0,0.0,2024,2
10129,20231124,1.0,15.53,2024,2
10076,20231116,201.0,0.0,2024,2
10030,20231123,2.0,61.48,2024,2
10101,20231104,1.0,80.99,2024,2
10112,20231107,1.0,6.46,2024,2
10076,20231125,225.0,0.0,2024,2
10012,20231110,1.0,0.0,2024,2
10044,20231118,1.0,38.52,2024,2
10078,20231110,28.0,28.56,2024,2
10116,20231124,1.0,22.07,2024,2
10011,20231109,1.0,30.44,2024,2
10000,20231106,2.0,22.2,2024,2
10115,20231110,3.0,68.55,2024,2
10014,20231129,-1.0,-17.59,2024,2
10058,20231115,1.0,17.12,2024,2
10087,20231120,1.0,41.36,2024,2
10078,20231120,6.0,6.12,2024,2
10002,20231110,1.0,13.72,2024,2
10105,20231127,1.0,29.34,2024,2
10003,20231201,1.0,10.79,2024,2
10078,20231123,7.0,7.14,2024,2
10060,20231105,1.0,84.32,2024,2
10078,20231127,9.0,9.18,2024,2
10010,20231110,1.0,122.33,2024,2
10075,20231129,1.0,135.97,2024,2
10018,20231125,1.0,50.9,2024,2
10003,20231103,0.0,0.0,2024,2
10114,20231110,1.0,24.38,2024,2
10069,20231117,1.0,7.8,2024,2
10030,20231124,1.0,30.74,2024,2
10122,20231126,1.0,6.67,2024,2
10097,20231115,1.0,132.77,2024,2
10097,20231105,1.0,132.77,2024,2
10080,20231130,1.0,10.66,2024,2
10077,20231115,1.0,38.33,2024,2
10000,20231120,1.0,11.1,2024,2
10112,20231126,1.0,6.46,2024,2
10068,20231127,2.0,13.0,2024,2
10069,20231107,5.0,39.0,2024,2
10095,20231110,5.0,152.55,2024,2
10030,20231109,2.0,61.48,2024,2
10102,20231130,1.0,13.6,2024,2
10122,20231108,1.0,6.67,2024,2
10129,20231125,1.0,15.53,2024,2
10092,20231110,6.0,35.22,2024,2
10110,20231110,2.0,41.26,2024,2
10116,20231110,3.0,66.21,2024,2
10014,20231130,1.0,17.59,2024,2
10000,20231128,2.0,22.2,2024,2
10101,20231128,1.0,80.99,2024,2
10057,20231121,2.0,24.66,2024,2
10047,20231104,1.0,10.98,2024,2
10032,20231119,1.0,18.61,2024,2
10061,20231121,1.0,17.79,2024,2
10043,20231109,4.0,20.36,2024,2
10000,20231121,1.0,11.1,2024,2
10000,20231111,1.0,11.1,2024,2
10010,20231111,1.0,122.33,2024,2
10054,20231109,1.0,10.82,2024,2
10076,20231104,453.0,0.0,2024,2
10051,20231115,1.0,21.68,2024,2
10080,20231109,1.0,10.66,2024,2
10056,20231105,1.0,14.75,2024,2
10032,20231201,1.0,18.61,2024,2
10059,20231115,1.0,15.22,2024,2
10064,20231109,1.0,15.81,2024,2
10076,20231128,217.0,0.0,2024,2
10115,20231109,3.0,68.55,2024,2
10106,20231129,2.0,54.86,2024,2
10057,20231115,1.0,12.33,2024,2
10095,20231111,3.0,91.53,2024,2
10076,20231111,532.0,0.0,2024,2
10008,20231129,1.0,109.81,2024,2
10069,20231201,2.0,15.6,2024,2
10110,20231111,1.0,20.63,2024,2
10116,20231111,3.0,66.21,2024,2
10047,20231121,1.0,10.98,2024,2
10120,20231127,1.0,19.64,2024,2
10051,20231129,1.0,21.68,2024,2
10078,20231130,7.0,7.14,2024,2
10099,20231107,1.0,0.0,2024,2
10018,20231104,1.0,50.9,2024,2
10076,20231121,225.0,0.0,2024,2
10115,20231106,1.0,22.85,2024,2
10069,20231103,4.0,31.2,2024,2
10000,20231105,1.0,11.1,2024,2
10114,20231105,1.0,24.38,2024,2
10104,20231127,1.0,554.64,2024,2
10076,20231115,264.0,0.0,2024,2
10114,20231121,1.0,24.38,2024,2
10078,20231119,7.0,7.14,2024,2
10048,20231127,1.0,9.66,2024,2
10078,20231124,6.0,6.12,2024,2
10005,20231128,1.0,19.64,2024,2
10095,20231104,2.0,61.02,2024,2
10030,20231117,2.0,61.48,2024,2
10001,20231103,1.0,38.05,2024,2
10076,20231105,437.0,0.0,2024,2
10099,20231124,1.0,0.0,2024,2
10076,20231126,266.0,0.0,2024,2
10078,20231122,3.0,3.06,2024,2
10069,20231125,1.0,7.8,2024,2
10109,20231108,1.0,84.76,2024,2
10078,20231109,24.0,24.48,2024,2
10076,20231201,178.0,0.0,2024,2
10097,20231110,1.0,132.77,2024,2
10105,20231201,2.0,58.68,2024,2
10095,20231107,1.0,30.51,2024,2
10032,20231103,1.0,18.61,2024,2
10076,20231107,452.0,0.0,2024,2
10014,20231104,1.0,17.59,2024,2
10069,20231127,2.0,15.6,2024,2
10087,20231103,2.0,82.72,2024,2
10004,20231128,1.0,8.38,2024,2
10056,20231107,2.0,29.5,2024,2
10078,20231103,15.0,15.3,2024,2
10015,20231107,1.0,0.0,2024,2
10095,20231117,1.0,30.51,2024,2
10027,20231103,2.0,276.32,2024,2
10076,20231117,263.0,0.0,2024,2
10069,20231106,2.0,15.6,2024,2
10081,20231110,1.0,8.66,2024,2
10060,20231108,1.0,84.32,2024,2
10076,20231129,273.0,0.0,2024,2
10000,20231201,2.0,22.2,2024,2
10032,20231125,1.0,18.61,2024,2
10110,20231115,2.0,41.26,2024,2
10112,20231106,6.0,38.76,2024,2
10057,20231107,2.0,24.66,2024,2
10100,20231105,1.0,68.64,2024,2
10047,20231105,1.0,10.98,2024,2
10017,20231120,1.0,32.2,2024,2
10109,20231111,1.0,84.76,2024,2
10110,20231105,1.0,20.63,2024,2
10003,20231127,1.0,10.79,2024,2
10076,20231120,261.0,0.0,2024,2
10105,20231120,1.0,29.34,2024,2
10002,20231109,1.0,13.72,2024,2
10016,20231126,1.0,29.63,2024,2
10079,20231109,1.0,32.29,2024,2
10127,20231127,1.0,38.6,2024,2
10047,20231107,1.0,10.98,2024,2
10102,20231127,3.0,40.8,2024,2
10047,20231120,1.0,10.98,2024,2
10039,20231109,1.0,44.85,2024,2
10028,20231106,1.0,205.95,2024,2
10078,20231106,22.0,22.44,2024,2
10116,20231107,1.0,22.07,2024,2
10076,20231118,282.0,0.0,2024,2
10027,20231116,1.0,138.16,2024,2
10084,20231126,1.0,39.65,2024,2
10043,20231116,10.0,50.9,2024,2
10081,20231121,2.0,17.32,2024,2
10069,20231128,1.0,7.8,2024,2
10078,20231116,10.0,10.2,2024,2
10047,20231110,1.0,10.98,2024,2
10002,20231103,1.0,13.72,2024,2
10076,20231110,516.5,0.0,2024,2
10000,20231123,2.0,22.2,2024,2
10032,20231116,1.0,18.61,2024,2
10069,20231130,2.0,15.6,2024,2
10000,20231118,7.0,77.7,2024,2
10078,20231125,5.0,5.1,2024,2
10004,20231110,1.0,8.38,2024,2
10081,20231123,1.0,8.66,2024,2
10061,20231108,1.0,17.79,2024,2
10000,20231108,10.0,111.0,2024,2
10109,20231106,2.0,169.52,2024,2
10026,20231107,1.0,175.63,2024,2
10007,20231224,1.0,43.46,2024,3
10080,20231208,1.0,10.66,2024,3
10030,20231226,2.0,61.48,2024,3
10075,20231218,1.0,135.97,2024,3
10019,20231211,1.0,36.84,2024,3
10077,20231213,1.0,38.33,2024,3
10101,20231227,1.0,80.99,2024,3
10132,20231225,1.0,18.58,2024,3
10002,20231217,1.0,13.72,2024,3
10075,20231208,1.0,135.97,2024,3
10076,20231225,239.0,0.0,2024,3
10064,20231202,1.0,15.81,2024,3
10081,20231227,7.0,60.62,2024,3
10076,20231228,269.0,0.0,2024,3
10087,20231230,1.0,41.36,2024,3
10065,20231229,1.0,15.32,2024,3
10078,20231217,3.0,3.06,2024,3
10081,20231231,2.0,17.32,2024,3
10132,20231221,2.0,37.16,2024,3
10093,20231205,1.0,14.29,2024,3
10076,20231221,218.0,0.0,2024,3
10080,20231214,1.0,10.66,2024,3
10078,20231214,4.0,4.08,2024,3
10078,20231204,18.0,18.36,2024,3
10021,20231207,1.0,177.06,2024,3
10078,20231207,7.0,7.14,2024,3
10057,20231213,4.0,49.32,2024,3
10065,20231223,2.0,30.64,2024,3
10039,20231213,1.0,44.85,2024,3
10050,20231203,1.0,13.2,2024,3
10000,20231224,2.0,22.2,2024,3
10069,20231210,1.0,7.8,2024,3
10057,20231219,1.0,12.33,2024,3
10000,20231227,2.0,22.2,2024,3
10014,20231210,1.0,17.59,2024,3
10141,20231227,1.0,148.45,2024,3
10078,20231212,9.0,9.18,2024,3
10078,20231202,10.0,10.2,2024,3
10077,20231219,1.0,38.33,2024,3
10044,20231204,1.0,38.52,2024,3
10099,20231202,1.0,0.0,2024,3
10078,20231226,10.0,10.2,2024,3
10050,20231231,1.0,13.2,2024,3
10076,20231227,214.0,0.0,2024,3
10034,20231228,1.0,13.83,2024,3
10095,20231206,1.0,30.51,2024,3
10085,20231204,1.0,54.34,2024,3
10069,20231220,3.0,23.4,2024,3
10099,20231226,1.0,0.0,2024,3
10102,20231226,1.0,13.6,2024,3
10078,20231230,7.0,7.14,2024,3
10064,20231214,1.0,15.81,2024,3
10105,20231228,1.0,29.34,2024,3
10075,20231213,1.0,135.97,2024,3
10132,20231223,1.0,18.58,2024,3
